Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2.02E+12,3,9,0,10,0,8,0,0,0,0,4,1,1,2,48,8,1248,2,4,6,1,6
2.02E+12,2,9,0,18,0,8,0,10,7,0,4,1,1,1,53,8,1968,2,2,1,1,1
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,44,7,1896,2,15,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,29,6,1124,1,9,1,1,1
2.02E+12,1,9,0,18,0,2,5,10,1,2,1,1,6,1,24,5,1998,2,12,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,3,1,49,8,1328,1,14,4,1,4
2.02E+12,2,9,0,9,0,6,0,0,0,0,1,1,2,1,26,6,1896,2,9,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,2,1,21,5,1984,1,11,2,1,2
2.02E+12,2,9,0,18,0,8,0,10,1,1,3,1,6,2,31,6,1398,1,5,6,1,6
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,1,75,10,1248,1,5,10,1,10
2.02E+12,2,9,0,18,0,8,0,10,7,5,1,1,1,2,52,8,1598,1,13,2,1,2
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,1,1,19,4,2149,2,10,1,1,1
2.02E+12,1,9,0,18,0,8,1,0,0,0,1,1,1,3,28,6,1968,2,9,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,2,2,41,7,1248,1,3,5,1,5
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,6,2,35,6,999,1,2,6,1,6
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,1,1,39,7,1461,2,7,5,1,5
2.02E+12,1,3,0,18,0,2,0,0,0,0,1,1,6,1,29,6,124,1,10,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,2,1,6,1,47,8,1896,2,9,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,25,5,1995,2,12,2,1,2
2.02E+12,1,9,0,9,0,6,1,10,7,1,3,1,6,1,20,4,1199,1,14,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,7,0,4,1,6,2,32,6,1388,1,15,2,1,2
2.02E+12,1,9,0,16,0,4,0,0,0,0,3,1,1,2,19,4,1968,2,13,2,1,2
2.02E+12,1,9,0,7,0,8,0,0,0,0,3,1,6,2,30,6,1753,2,9,7,1,7
2.02E+12,1,9,0,7,0,2,5,10,7,10,1,1,6,1,90,11,998,1,2,10,1,10
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,83,11,1299,1,13,6,1,6
2.02E+12,1,9,0,7,0,3,0,0,0,0,4,1,2,2,29,6,1240,1,12,2,1,2
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,2,1,40,7,1900,2,12,1,1,1
2.02E+12,2,9,0,18,0,8,0,10,8,4,4,1,2,1,45,7,2521,1,10,1,1,1
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,1,19,4,1149,1,15,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,2,2,46,8,1149,1,14,1,1,1
2.02E+12,1,9,0,4,0,1,0,0,0,0,2,1,1,2,46,8,998,1,3,6,3,6
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,1,2,29,6,1995,2,11,4,1,4
2.02E+12,1,9,0,18,0,2,0,7,7,1,1,1,6,2,70,10,1895,1,16,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,1,2,49,8,1296,1,11,1,1,1
2.02E+12,2,19,0,18,0,8,0,0,0,0,1,1,1,3,26,6,1968,2,6,3,1,3
2.02E+12,3,9,0,3,0,1,0,0,0,0,4,1,1,1,51,8,3189,1,11,1,1,1
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,2,31,6,1984,1,16,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,62,9,1796,1,7,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,32,6,2987,2,8,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,1,28,6,1461,2,2,3,1,3
2.02E+12,2,9,0,18,0,4,0,0,0,0,1,1,6,2,57,9,1991,2,16,6,1,6
2.02E+12,1,9,0,18,0,4,0,0,0,0,0,1,6,1,30,6,1596,1,11,5,1,5
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,2,55,8,1360,1,10,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,23,5,1598,2,1,2,1,2
2.02E+12,1,9,0,7,0,8,0,0,0,0,1,1,5,2,82,11,1242,1,5,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,2,1,6,2,39,7,1386,1,13,1,1,1
2.02E+12,1,9,0,14,0,2,0,0,0,0,1,1,6,2,42,7,1329,1,7,1,1,1
2.02E+12,1,11,0,7,0,3,0,0,0,0,1,1,1,1,50,8,8268,2,16,7,1,7
2.02E+12,2,9,0,3,0,8,0,0,0,0,2,1,2,2,52,8,1587,1,11,2,1,2
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,1,2,44,7,1796,1,13,2,1,2
2.02E+12,2,9,0,9,0,6,0,0,0,0,0,1,6,2,23,5,1299,1,12,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,64,9,2987,2,9,5,1,5
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,1,2,42,7,1753,2,8,3,1,3
2.02E+12,2,19,0,18,0,1,0,0,0,0,1,1,6,1,30,6,2143,2,1,8,1,8
2.02E+12,1,9,0,5,0,4,0,0,0,0,1,1,1,1,30,6,1997,2,14,2,1,2
2.02E+12,2,9,0,18,0,3,0,10,1,0,4,1,1,1,34,6,1798,1,11,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,2,1,32,6,2597,1,15,3,1,3
2.02E+12,2,3,0,17,0,8,0,0,0,0,1,1,1,1,35,6,125,1,3,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,31,6,1598,1,10,2,1,2
2.02E+12,2,9,0,2,0,2,0,0,0,0,3,1,6,1,46,8,998,1,13,1,1,1
2.02E+12,2,9,0,2,0,1,1,0,0,0,4,1,6,2,25,5,1995,2,11,1,1,1
2.02E+12,1,9,0,18,0,6,0,10,1,10,1,1,5,2,30,6,1198,1,7,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,37,7,1747,1,16,3,1,3
2.02E+12,1,9,0,3,0,8,0,0,0,0,3,1,3,1,29,6,1753,2,9,1,1,1
2.02E+12,2,9,0,18,0,4,0,0,0,0,4,1,3,1,42,7,1598,1,15,1,1,1
2.02E+12,1,9,0,7,0,2,0,0,0,0,1,1,6,1,21,5,1968,2,9,10,2,10
2.02E+12,2,9,0,9,0,3,0,0,0,0,4,1,6,1,37,7,1360,1,8,6,1,6
2.02E+12,1,8,0,5,0,1,0,0,0,0,1,1,6,1,46,8,1896,2,14,2,1,2
2.02E+12,2,2,0,18,0,3,0,0,0,0,2,1,2,1,27,6,50,1,10,3,1,3
2.02E+12,1,9,0,5,0,6,0,0,0,0,3,1,6,1,34,6,1995,2,9,3,1,3
2.02E+12,2,2,0,18,0,1,0,0,0,0,1,1,6,1,16,4,49,1,1,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,2,30,6,1968,2,11,7,1,7
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,1,1,38,7,1896,2,10,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,1,2,42,7,1389,1,14,1,1,1
2.02E+12,1,19,0,5,0,1,0,0,0,0,4,1,6,3,48,8,1998,2,11,2,1,2
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,68,10,1988,1,13,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,21,5,1586,1,1,7,1,7
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,1,1,32,6,1998,1,10,7,1,7
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,1,34,6,1896,2,16,1,1,1
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,26,6,124,1,8,1,1,1
2.02E+12,2,9,0,9,0,5,0,0,0,0,3,1,6,2,45,7,1968,2,9,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,24,5,1242,1,6,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,38,7,1560,2,5,2,1,2
2.02E+12,2,3,0,14,0,8,1,0,0,0,1,1,6,1,24,5,125,1,1,2,1,2
2.02E+12,1,9,0,5,0,4,0,0,0,0,1,1,6,1,21,5,973,1,15,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,37,7,2987,2,10,1,1,1
2.02E+12,1,9,0,9,0,2,0,0,0,0,1,1,1,2,37,7,1587,1,10,1,1,1
2.02E+12,1,9,0,5,0,4,0,0,0,0,3,1,6,1,60,9,1560,2,13,3,1,3
2.02E+12,2,4,0,5,0,8,0,0,0,0,1,1,6,1,26,6,487,1,22,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,76,11,1197,1,3,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,2,1,52,8,1493,1,23,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,1,1,44,7,1968,2,3,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,0,1,2,1,58,9,1560,2,2,4,1,4
2.02E+12,2,3,0,18,0,8,0,0,0,0,3,1,2,1,23,5,124,1,8,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,1,69,10,1198,1,6,6,1,6
2.02E+12,2,9,0,4,0,8,0,0,0,0,2,1,6,2,49,8,2171,2,14,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,58,9,2148,2,10,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,38,7,1998,1,12,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,1,1,27,6,1995,1,14,5,1,5
2.02E+12,2,9,0,18,0,8,0,10,7,0,1,1,2,1,51,8,1598,1,9,7,1,7
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,52,8,1461,2,3,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,2,1,21,5,1242,1,9,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,31,6,1995,2,9,1,1,1
2.02E+12,1,19,0,7,0,6,0,0,0,0,1,1,1,2,20,4,1461,2,3,1,1,1
2.02E+12,2,9,0,18,0,8,0,10,7,4,1,1,6,1,63,9,1598,1,9,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,46,8,1596,1,12,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,18,4,1200,1,1,4,1,4
2.02E+12,2,5,0,7,0,3,0,0,0,0,1,1,2,1,29,6,599,1,22,6,1,6
2.02E+12,1,9,0,3,0,1,0,0,0,0,0,1,6,1,37,7,1968,2,6,6,1,6
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,5,1,36,7,1910,2,10,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,5,3,32,6,1798,8,1,2,1,2
2.02E+12,1,9,0,18,0,8,0,4,7,0,1,1,6,1,24,5,1395,1,2,5,2,5
2.02E+12,3,9,0,2,9,2,0,0,0,0,3,1,6,2,75,10,1199,1,16,1,1,1
2.02E+12,1,9,0,6,0,1,0,4,0,0,3,1,1,1,29,6,1560,2,7,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,38,7,1995,2,11,2,1,2
2.02E+12,2,9,0,9,0,8,0,0,0,0,1,1,6,2,35,6,1422,2,3,2,1,2
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,6,2,29,6,998,1,10,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,73,10,1685,2,6,9,1,9
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,22,5,1598,1,17,4,1,4
2.02E+12,2,3,0,18,0,3,0,0,0,0,4,1,6,1,19,4,125,1,5,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,42,7,1197,1,2,10,1,10
2.02E+12,2,9,0,18,0,6,0,10,0,0,1,1,6,1,31,6,1781,1,13,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,35,6,1910,2,9,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,46,8,1995,2,6,1,1,1
2.02E+12,1,9,0,1,0,1,0,0,0,0,2,1,6,1,28,6,1598,2,1,3,1,3
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,1,2,31,6,1124,1,16,1,1,1
2.02E+12,2,21,0,7,0,6,0,0,0,0,4,1,1,1,29,6,6374,2,4,2,1,2
2.02E+12,1,11,0,18,0,8,0,0,0,0,4,1,1,1,35,6,7300,2,5,3,1,3
2.02E+12,2,19,0,9,0,6,0,0,0,0,3,1,1,1,50,8,1686,2,14,6,1,6
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,6,2,31,6,1995,2,6,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,30,6,1595,1,15,7,1,7
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,72,10,1198,1,3,6,1,6
2.02E+12,1,9,0,8,0,1,0,0,0,0,2,1,6,1,43,7,1598,1,12,2,1,2
2.02E+12,2,19,0,5,0,1,0,0,0,0,1,1,6,1,25,5,1870,2,11,4,1,4
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,2,21,5,1598,1,15,9,1,9
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,5,2,37,7,1364,1,13,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,48,8,1995,2,11,7,1,7
2.02E+12,1,9,0,18,0,1,0,4,0,0,1,1,6,2,32,6,1999,2,2,3,1,3
2.02E+12,1,9,0,13,0,8,1,0,0,0,3,1,6,1,40,7,1896,2,9,3,1,3
2.02E+12,2,9,0,18,0,8,1,0,0,0,3,1,6,1,29,6,1598,1,11,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,1,69,10,1753,2,15,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,36,7,1984,1,18,2,1,2
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,6,2,28,6,1461,2,7,6,3,6
2.02E+12,2,5,0,18,0,1,0,0,0,0,0,1,1,1,23,5,1157,1,14,4,3,4
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,5,2,22,5,1388,1,10,9,3,9
2.02E+12,1,21,0,18,0,1,0,0,0,0,1,1,1,1,21,5,12580,2,11,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,1,32,6,1598,1,13,1,1,1
2.02E+12,3,9,0,10,0,1,0,0,0,0,2,1,6,2,29,6,1242,1,11,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,52,8,1399,2,7,9,1,9
2.02E+12,2,9,0,7,0,1,0,10,1,3,2,1,6,2,40,7,1388,1,6,4,1,4
2.02E+12,2,9,0,5,0,6,0,0,0,0,1,1,1,1,30,6,1598,2,1,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,34,6,2000,2,13,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,2,1,59,9,1997,2,4,4,1,4
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,2,1,50,8,2231,2,4,1,1,1
2.02E+12,1,3,0,14,0,2,0,0,0,0,1,1,6,1,54,8,124,1,9,1,1,1
2.02E+12,2,9,0,9,0,6,0,0,0,0,1,1,6,1,62,9,1587,1,9,2,1,2
2.02E+12,2,9,0,3,0,1,0,0,0,0,1,1,6,2,47,8,1587,1,14,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,38,7,1995,2,7,6,1,6
2.02E+12,1,9,0,4,0,2,0,0,0,0,1,1,5,2,25,5,1968,2,1,4,3,4
2.02E+12,2,9,0,3,0,2,0,0,0,0,2,1,5,2,20,4,998,1,9,7,1,7
2.02E+12,3,9,0,3,0,2,0,0,0,0,2,1,5,2,38,7,2143,2,7,5,1,5
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,6,1,54,8,1988,1,14,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,34,6,1998,1,12,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,6,2,34,6,1339,1,11,3,1,3
2.02E+12,1,9,0,8,0,1,0,0,0,0,0,1,1,2,57,9,1604,2,11,10,1,10
2.02E+12,1,19,0,18,0,8,0,0,0,0,1,1,1,1,50,8,1560,2,2,6,1,6
2.02E+12,2,9,0,9,0,6,0,0,0,0,1,1,5,1,56,9,1399,2,10,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,2,25,5,1229,1,7,1,1,1
2.02E+12,1,9,0,3,0,2,0,0,0,0,2,1,6,1,33,6,2996,1,6,9,1,9
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,2,2,26,6,1461,2,3,2,1,2
2.02E+12,2,19,0,18,0,8,0,0,0,0,1,1,1,1,53,8,2143,2,4,2,1,2
2.02E+12,3,9,0,3,0,1,0,0,0,0,1,1,6,1,29,6,1995,2,12,2,1,2
2.02E+12,1,9,0,18,0,3,0,10,1,10,1,1,6,1,64,9,1685,2,4,3,1,3
2.02E+12,1,9,0,16,0,1,0,0,0,0,1,1,6,1,24,5,1395,1,3,4,1,4
2.02E+12,1,11,0,7,0,2,0,0,0,0,4,1,1,1,28,6,4461,2,3,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,3,1,3,1,72,10,1896,2,10,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,35,6,1900,2,10,4,1,4
2.02E+12,1,9,0,18,0,4,0,0,0,0,0,1,2,2,55,8,1199,1,13,3,1,3
2.02E+12,1,9,0,18,0,2,0,0,0,0,0,1,6,2,55,8,1360,1,9,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,2,1,6,2,28,6,1461,2,9,2,1,2
2.02E+12,2,9,0,18,0,8,0,10,7,11,4,1,6,3,41,7,1968,2,11,5,1,5
2.02E+12,1,19,0,1,9,6,0,0,0,0,2,1,6,1,63,9,1753,2,13,3,1,3
2.02E+12,2,9,0,18,0,8,0,10,7,0,3,1,6,1,88,11,1198,1,2,2,1,2
2.02E+12,2,9,0,4,0,1,0,0,0,0,3,1,1,2,34,6,1200,1,1,1,1,1
2.02E+12,1,9,0,7,0,5,0,4,0,0,4,1,6,2,39,7,1910,2,10,5,1,5
2.02E+12,1,9,0,4,0,2,0,0,0,0,2,1,2,2,34,6,1798,1,12,2,1,2
2.02E+12,2,9,0,7,0,3,0,0,0,0,1,1,1,1,26,6,1896,2,11,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,4,1,6,1,35,6,1596,1,14,6,1,6
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,5,1,64,9,1560,2,4,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,5,1,55,8,1598,1,9,2,1,2
2.02E+12,2,9,0,2,0,8,0,0,0,0,1,1,6,1,40,7,1896,2,12,6,1,6
2.02E+12,1,9,0,18,0,8,1,10,7,2,1,1,6,1,25,5,1598,2,3,10,1,10
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,2,57,9,1596,1,11,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,70,10,1248,1,1,8,1,8
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,1,52,8,1398,1,4,9,1,9
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,17,4,1198,1,7,2,1,2
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,5,1,42,7,1360,1,11,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,2,34,6,1242,1,11,5,1,5
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,22,5,1149,1,14,4,1,4
2.02E+12,2,9,0,7,0,3,0,0,0,0,4,1,6,2,20,4,1399,2,7,7,3,7
2.02E+12,2,9,0,9,0,5,0,10,7,4,4,1,6,1,29,6,1686,2,6,8,1,8
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,66,10,1896,2,11,10,1,10
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,37,7,1398,1,1,6,1,6
2.02E+12,1,9,0,5,0,4,0,0,0,0,1,1,1,1,52,8,1198,1,3,9,1,9
2.02E+12,1,9,0,7,0,5,0,0,0,0,1,1,5,2,38,7,998,1,11,2,1,2
2.02E+12,2,9,0,10,0,1,0,0,0,0,3,1,5,1,23,5,1995,2,5,1,1,1
2.02E+12,1,9,0,12,0,1,0,0,0,0,3,1,6,1,38,7,1598,1,15,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,4,1,6,1,63,9,1968,2,6,7,1,7
2.02E+12,1,9,0,18,0,1,0,0,0,0,2,1,6,1,55,8,1956,2,6,2,1,2
2.02E+12,2,9,0,3,0,1,0,0,0,0,1,1,6,1,47,8,1598,2,3,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,34,6,998,1,11,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,45,7,1799,1,6,1,1,1
2.02E+12,1,9,0,13,0,8,0,0,0,0,1,1,6,1,22,5,2521,1,9,4,1,4
2.02E+12,2,9,0,9,0,8,0,0,0,0,1,1,6,1,81,11,1798,1,15,5,1,5
2.02E+12,1,11,0,18,0,1,0,0,0,0,1,1,1,1,22,5,7300,2,16,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,26,6,998,1,3,1,1,1
2.02E+12,2,9,0,9,0,5,0,0,0,0,1,1,6,1,54,8,1299,1,16,1,1,1
2.02E+12,1,9,0,16,0,4,0,0,0,0,4,1,1,2,30,6,1597,2,1,3,1,3
2.02E+12,2,9,0,18,0,4,0,0,0,0,1,1,2,1,48,8,1242,1,5,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,27,6,1598,2,4,1,1,1
2.02E+12,2,9,0,7,0,6,0,0,0,0,1,1,6,1,84,11,1364,1,10,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1968,2,10,1,1,1
2.02E+12,2,9,0,10,0,8,0,0,7,0,2,1,6,1,65,9,1398,1,2,1,1,1
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,6,1,51,8,2967,2,9,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,47,8,1086,1,7,8,1,8
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,81,11,1198,1,6,7,1,7
2.02E+12,2,9,0,18,0,1,1,0,0,0,3,1,6,1,28,6,1398,1,1,6,1,6
2.02E+12,2,9,0,4,0,8,0,0,0,0,1,1,6,2,20,4,1229,1,4,1,1,1
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,1,2,1,40,7,2179,2,2,3,1,3
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,32,6,1796,1,8,1,1,1
2.02E+12,1,9,0,9,0,1,0,0,0,0,4,1,6,1,27,6,1390,1,9,2,1,2
2.02E+12,2,9,0,3,0,1,0,0,0,0,0,1,6,1,33,6,1968,2,5,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,3,1,6,2,46,8,1299,1,13,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,6,1,24,5,1997,2,14,1,1,1
2.02E+12,2,19,0,9,0,6,0,0,0,0,1,1,6,1,60,9,1998,2,11,5,1,5
2.02E+12,1,9,0,16,0,1,0,0,0,0,1,1,6,1,22,5,998,1,16,1,1,1
2.02E+12,2,9,0,5,0,1,0,0,0,0,2,1,6,1,40,7,1798,8,1,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,40,7,1400,1,11,5,1,5
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,47,8,102,1,1,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,1,2,41,7,1390,1,17,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,2,1,26,6,2184,2,8,2,1,2
2.02E+12,2,9,0,2,0,2,0,0,0,0,2,1,6,1,28,6,998,1,11,1,1,1
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,23,5,1968,2,9,1,1,1
2.02E+12,2,9,0,18,0,2,0,0,0,0,3,1,6,1,22,5,1242,1,11,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,0,1,6,1,36,7,1968,2,10,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,32,6,2143,2,1,2,1,2
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,6,2,45,7,1368,1,8,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,35,6,1997,2,1,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,1,17,4,1399,2,5,6,1,6
2.02E+12,2,9,0,7,0,6,0,0,0,0,1,1,6,1,63,9,2972,7,16,1,1,1
2.02E+12,2,9,0,18,0,2,0,0,0,0,2,1,6,1,43,7,1995,2,2,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,36,7,1397,1,16,3,1,3
2.02E+12,2,9,0,3,0,1,0,0,0,0,0,1,6,1,31,6,1995,2,6,4,1,4
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,22,5,1598,1,7,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,2,37,7,2993,2,3,1,1,1
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,2,2,35,6,1595,1,2,8,1,8
2.02E+12,2,2,0,18,0,8,0,0,0,0,4,1,2,2,35,6,49,1,2,1,1,1
2.02E+12,2,9,0,7,0,5,0,0,0,0,1,1,6,2,48,8,1968,2,7,3,1,3
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,2,2,47,8,998,1,4,5,1,5
2.02E+12,2,9,0,7,0,5,0,0,0,0,4,1,6,1,24,5,1686,2,12,2,1,2
2.02E+12,2,9,0,18,0,1,0,10,1,0,4,1,6,1,20,4,1390,1,10,2,1,2
2.02E+12,1,9,0,2,0,1,0,0,0,0,3,1,1,2,49,8,1796,1,19,8,3,8
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,1,2,30,6,1997,2,3,2,1,2
2.02E+12,1,3,0,18,0,1,0,0,0,0,1,1,6,1,56,9,125,1,1,2,1,2
