Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2.02E+12,1,9,0,4,0,1,0,0,0,0,4,1,6,1,45,7,1968,2,6,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,55,8,1753,2,9,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,1,1,23,5,1796,1,13,8,1,8
2.02E+12,2,9,0,18,0,1,0,0,0,0,0,1,6,1,32,6,1995,2,14,2,1,2
2.02E+12,1,9,0,5,0,4,0,0,0,0,1,1,2,1,34,6,1896,2,16,1,1,1
2.02E+12,2,9,0,9,0,3,0,9,7,1,4,1,6,1,29,6,998,1,17,2,1,2
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,2,21,5,1395,1,1,1,1,1
2.02E+12,2,9,0,18,0,6,0,0,0,0,2,1,6,1,60,9,1796,1,3,1,1,1
2.02E+12,1,9,0,7,0,5,0,0,0,0,3,1,6,3,21,5,1364,1,10,2,1,2
2.02E+12,2,9,0,3,0,1,0,0,0,0,3,1,6,2,38,7,1896,2,13,2,1,2
2.02E+12,1,9,0,5,9,6,0,0,0,0,1,1,2,1,59,9,999,1,1,8,1,8
2.02E+12,2,9,0,9,0,6,0,0,0,0,3,1,6,1,64,9,1396,1,14,1,1,1
2.02E+12,2,9,0,4,0,1,0,0,0,0,1,1,6,2,60,9,1197,1,2,3,1,3
2.02E+12,1,9,0,18,0,1,0,9,3,1,1,1,6,1,60,9,1896,2,14,9,1,9
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,71,10,1360,1,5,9,1,9
2.02E+12,1,9,0,6,0,1,0,7,4,0,3,1,6,1,22,5,1598,2,5,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,62,9,2987,2,11,6,1,6
2.02E+12,1,9,0,18,0,2,1,0,0,0,2,1,6,1,46,8,1896,2,11,2,1,2
2.02E+12,1,9,0,15,0,1,0,10,1,10,1,1,6,1,23,5,1998,1,12,3,1,3
2.02E+12,2,9,0,9,0,5,1,4,0,0,2,1,6,1,23,5,1968,2,5,5,1,5
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,95,11,1396,1,17,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,28,6,1997,2,9,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,3,1,2,1,30,6,1461,2,9,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,72,10,1493,2,8,5,1,5
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,2,1,22,5,125,1,6,2,1,2
2.02E+12,1,9,0,7,0,5,0,0,0,0,4,1,6,2,31,6,1390,1,7,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,40,7,1839,1,13,8,1,8
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,1,1,46,8,2993,2,5,5,1,5
2.02E+12,2,9,0,9,0,1,0,0,0,0,1,1,6,1,32,6,1560,2,3,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,1242,1,7,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,55,8,1598,1,12,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,5,1,29,6,1390,1,8,8,1,8
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,47,8,1796,1,13,1,1,1
2.02E+12,2,9,0,18,0,4,0,0,0,0,1,1,6,1,34,6,1896,2,10,1,1,1
2.02E+12,1,21,4,5,0,1,0,0,0,0,1,1,1,1,60,9,6871,2,13,6,1,6
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,6,1,21,5,1598,2,6,7,3,7
2.02E+12,1,21,4,2,0,2,0,0,0,0,2,1,1,1,42,7,6870,2,10,9,1,9
2.02E+12,2,9,0,18,0,2,0,4,0,0,1,1,6,1,53,8,1598,1,10,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,52,8,1596,1,10,2,1,2
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,24,5,124,1,6,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,1,62,9,1999,1,1,4,1,4
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,34,6,1560,2,8,4,1,4
2.02E+12,1,9,0,18,0,6,0,0,0,0,4,1,6,2,39,7,1560,2,11,8,1,8
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,20,4,1364,1,10,8,1,8
2.02E+12,1,9,0,18,0,8,0,0,0,0,0,1,6,2,40,7,1461,2,7,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,39,7,2198,1,14,10,1,10
2.02E+12,2,9,0,4,0,8,0,0,0,0,4,1,2,2,43,7,2143,2,2,7,1,7
2.02E+12,1,9,0,5,0,8,0,0,0,0,4,1,6,2,33,6,1248,2,9,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,34,6,1599,1,12,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,3,2,26,6,1242,1,5,5,1,5
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,1,2,37,7,1498,1,9,4,1,4
2.02E+12,2,19,0,18,0,8,0,10,1,2,1,1,1,1,69,10,2400,2,14,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,1,29,6,1995,2,10,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,2,2,17,4,1296,1,9,1,1,1
2.02E+12,1,9,0,18,0,8,1,0,0,0,1,1,6,1,33,6,1598,1,8,4,1,4
2.02E+12,2,9,0,9,0,5,0,0,7,2,4,1,6,1,54,8,1597,7,8,1,1,1
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,2,2,22,5,1248,1,3,4,1,4
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,2,1,33,6,1397,1,15,10,1,10
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,2,30,6,1598,2,6,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,35,6,1399,1,12,2,1,2
2.02E+12,1,9,0,14,0,8,5,4,0,0,1,1,6,1,31,6,2184,2,3,4,1,4
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,2,30,6,998,1,5,3,1,3
2.02E+12,2,9,0,18,0,3,0,0,0,0,4,1,6,1,21,5,1395,1,1,1,1,1
2.02E+12,2,9,0,9,0,5,0,0,0,0,3,1,6,1,57,9,1968,2,1,5,1,5
2.02E+12,2,9,0,3,0,1,0,0,0,0,3,1,6,2,50,8,999,1,4,6,1,6
2.02E+12,1,9,0,4,0,2,0,0,0,0,1,1,6,1,45,7,1198,1,15,1,1,1
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,1,1,47,8,4554,1,19,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,49,8,1995,2,7,6,1,6
2.02E+12,1,9,0,16,0,1,5,9,3,1,1,1,6,1,20,4,3189,1,13,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,50,8,1794,1,15,1,1,1
2.02E+12,2,9,0,9,0,5,0,0,0,0,1,1,6,2,18,4,998,1,9,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,2,1,42,7,1968,2,3,4,1,4
2.02E+12,2,9,0,4,0,8,0,0,0,0,1,1,6,2,39,7,1300,2,10,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,3,1,1,1,44,7,2199,2,8,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,2,1,22,5,2143,2,7,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,54,8,1997,2,5,5,1,5
2.02E+12,1,9,0,18,0,8,0,10,0,0,3,1,5,2,31,6,1242,1,14,3,1,3
2.02E+12,3,9,0,3,0,1,0,0,0,0,2,1,6,1,25,5,1368,1,4,7,1,7
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,2,22,5,124,1,11,5,1,5
2.02E+12,2,4,0,18,0,8,0,0,0,0,1,1,2,1,21,5,296,1,1,6,1,6
2.02E+12,1,9,0,18,0,2,0,0,0,0,0,1,1,1,30,6,1956,2,3,6,1,6
2.02E+12,2,2,0,18,0,8,0,0,0,0,1,1,6,1,52,8,124,1,1,4,1,4
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,6,2,18,4,998,1,4,9,1,9
2.02E+12,2,9,0,18,0,8,0,10,1,1,1,1,6,1,27,6,1998,1,10,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,1,1,36,7,1368,1,10,1,1,1
2.02E+12,1,19,0,18,0,8,0,0,0,0,3,1,6,1,30,6,2143,2,5,2,1,2
2.02E+12,2,9,0,7,0,6,0,0,0,0,4,1,6,2,48,8,1798,1,9,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,1,1,40,7,1398,1,6,1,1,1
2.02E+12,2,9,0,7,0,6,0,0,0,0,3,1,1,1,31,6,998,1,1,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,21,5,1360,1,10,2,1,2
2.02E+12,1,9,0,18,0,3,1,10,1,0,4,1,6,1,20,4,1242,1,3,1,1,1
2.02E+12,2,9,0,18,0,3,0,0,0,0,0,1,1,1,51,8,2993,2,3,1,1,1
2.02E+12,2,9,0,9,0,1,0,0,0,0,3,1,6,1,30,6,1896,2,11,1,1,1
2.02E+12,1,9,0,3,0,2,0,0,0,0,2,1,6,2,18,4,1200,1,3,1,1,1
2.02E+12,1,9,0,10,0,1,0,0,0,0,2,1,6,2,39,7,1496,1,1,2,2,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,1,2,31,6,1598,1,11,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,1,2,44,7,1229,1,7,4,1,4
2.02E+12,1,9,0,4,0,1,1,10,7,4,3,1,6,1,42,7,1598,1,8,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,4,1,6,2,28,6,1197,1,1,7,1,7
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,2,27,6,1198,1,4,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,34,6,1390,1,10,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,6,1,67,10,1597,2,3,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,25,5,998,1,15,1,1,1
2.02E+12,3,9,0,4,0,1,0,0,0,0,1,1,1,1,33,6,899,1,2,3,1,3
2.02E+12,1,9,0,5,0,4,1,0,0,0,1,1,1,1,33,6,1896,2,15,1,1,1
2.02E+12,2,9,0,5,0,3,0,0,0,0,1,1,3,2,54,8,999,1,1,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,2,1,6,1,43,7,1896,2,14,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,2,26,6,1199,1,15,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,2,1,34,6,1248,2,4,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,1,3,1,1,2,1,39,7,5967,1,10,2,1,2
2.02E+12,3,9,0,3,0,8,0,0,0,0,1,1,2,1,40,7,1560,2,7,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1299,1,17,1,1,1
2.02E+12,1,9,0,5,0,4,0,0,0,0,4,1,6,1,51,8,1595,2,7,10,1,10
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,60,9,124,1,10,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,40,7,1242,1,5,6,1,6
2.02E+12,2,9,0,10,0,8,0,0,0,0,2,1,6,2,30,6,1397,1,8,2,1,2
2.02E+12,1,9,0,6,0,8,0,0,0,0,3,1,6,1,30,6,1896,2,17,2,1,2
2.02E+12,2,9,0,10,0,8,0,10,7,10,4,1,6,1,70,10,1998,1,5,9,1,9
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,18,4,1461,2,1,1,1,1
2.02E+12,1,9,0,18,0,8,1,0,0,0,1,1,2,1,27,6,1086,1,12,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,2,1,6,1,50,8,1910,2,10,8,1,8
2.02E+12,2,5,0,18,0,8,0,0,0,0,1,1,6,1,25,5,599,1,13,1,1,1
2.02E+12,1,9,0,16,0,8,0,0,0,0,2,1,1,1,49,8,1499,2,1,3,1,3
2.02E+12,2,11,0,3,0,1,0,0,0,0,1,1,1,1,24,5,7300,2,13,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,24,5,1598,1,14,4,1,4
2.02E+12,2,9,0,18,0,1,0,0,0,0,4,1,2,1,23,5,1197,1,1,3,1,3
2.02E+12,2,9,0,18,0,1,1,7,6,10,4,1,6,1,18,4,1598,2,1,1,1,1
2.02E+12,1,9,0,6,0,8,0,0,0,0,3,1,5,2,45,7,1124,1,11,4,1,4
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,1,29,6,2902,2,13,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,22,5,1248,2,10,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,29,6,1598,2,3,1,1,1
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,6,1,34,6,1896,2,13,1,1,1
2.02E+12,1,19,0,3,0,1,0,0,0,0,1,1,1,1,56,9,1753,2,13,2,1,2
2.02E+12,2,9,0,5,0,1,0,0,0,0,2,1,2,2,45,7,1149,1,6,3,1,3
2.02E+12,1,9,0,7,0,4,0,0,0,0,1,1,2,1,61,9,1796,1,11,3,1,3
2.02E+12,2,9,0,18,0,8,0,10,1,3,2,1,2,2,20,4,1422,2,9,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,27,6,1997,2,6,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,31,6,1199,1,14,5,1,5
2.02E+12,1,9,0,17,0,2,1,0,0,0,1,1,1,1,20,4,998,1,16,5,1,5
2.02E+12,2,9,0,3,0,1,0,0,0,0,1,1,1,2,60,9,796,1,10,1,1,1
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,1,2,21,5,1397,1,10,10,1,10
2.02E+12,1,9,0,18,0,8,0,10,7,10,4,1,6,2,24,5,1198,1,4,5,1,5
2.02E+12,1,9,0,9,0,5,0,0,0,0,3,1,6,2,27,6,1798,1,2,3,1,3
2.02E+12,1,9,0,5,0,4,0,0,0,0,1,1,6,1,57,9,2400,2,8,7,2,7
2.02E+12,2,9,0,7,0,4,0,0,0,0,3,1,6,1,33,6,1198,1,2,1,1,1
2.02E+12,1,9,0,5,0,4,0,0,0,0,3,1,1,1,41,7,2204,2,13,4,1,4
2.02E+12,2,2,0,18,0,8,0,0,0,0,1,1,6,1,27,6,49,1,9,3,1,3
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,6,1,26,6,124,1,1,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,2,1,6,2,52,8,998,1,9,1,1,1
2.02E+12,2,9,0,18,0,8,0,10,1,11,1,1,6,1,21,5,1995,2,12,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,0,1,5,1,66,10,1461,2,2,2,1,2
2.02E+12,3,9,0,3,0,1,0,0,0,0,3,1,6,2,42,7,998,1,8,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,3,48,8,2231,2,10,2,1,2
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,33,6,125,1,2,9,1,9
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,3,2,20,4,1242,1,5,7,2,7
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,1,79,11,1149,1,12,8,1,8
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,2,33,6,2685,2,12,7,1,7
2.02E+12,2,9,0,18,0,8,0,10,1,11,4,1,6,2,37,7,1461,2,1,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,3,1,2,1,31,6,1248,2,13,9,1,9
2.02E+12,1,9,0,5,0,1,0,0,0,0,4,1,6,2,59,9,898,1,2,3,1,3
2.02E+12,1,5,0,4,0,8,0,0,0,0,1,1,2,1,47,8,918,1,21,5,1,5
2.02E+12,2,9,0,9,0,6,0,0,0,0,1,1,2,1,61,9,3436,1,2,6,2,6
2.02E+12,1,9,0,7,0,3,0,0,0,0,4,1,6,1,38,7,1910,2,12,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,1,1,43,7,1686,2,6,2,1,2
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,54,8,1560,2,3,7,1,7
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,1,1,49,8,1598,1,11,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,3,2,28,6,1598,1,4,2,1,2
2.02E+12,1,9,0,5,0,8,0,0,0,0,4,1,6,2,28,6,1686,2,14,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,1,10,1,1,6,1,31,6,6752,1,2,9,3,9
2.02E+12,2,9,0,17,0,8,0,10,1,0,4,1,6,1,70,10,1398,2,16,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,24,5,1368,1,10,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,3,1,6,1,40,7,1598,1,13,7,1,7
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,17,4,1197,1,4,6,1,6
2.02E+12,3,9,0,18,0,1,0,0,0,0,2,1,6,1,24,5,1973,1,16,4,1,4
2.02E+12,2,9,0,3,0,8,0,0,0,0,2,1,6,2,52,8,898,1,1,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,2,1,6,1,64,9,1332,1,24,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,19,4,1229,1,9,1,1,1
2.02E+12,2,9,0,4,0,8,0,0,0,0,2,1,6,2,54,8,1499,1,1,7,1,7
2.02E+12,1,9,0,4,0,1,0,0,0,0,2,1,1,1,48,8,1499,2,3,1,1,1
2.02E+12,1,9,0,3,0,1,0,0,0,0,0,1,6,2,43,7,1910,2,10,1,1,1
2.02E+12,1,9,0,12,0,3,0,0,0,0,3,1,1,1,46,8,2698,2,8,9,3,9
2.02E+12,2,9,0,18,0,3,0,0,0,0,4,1,1,2,36,7,1598,2,2,6,1,6
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,35,6,1360,1,7,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,6,2,30,6,1329,1,3,8,1,8
2.02E+12,1,19,0,9,0,6,0,0,0,0,4,1,1,1,31,6,1598,2,1,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,71,10,1796,1,7,5,1,5
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,1,1,55,8,1910,2,8,1,1,1
2.02E+12,1,9,0,9,0,5,0,0,0,0,0,1,6,1,39,7,1968,2,7,2,1,2
2.02E+12,1,9,0,18,0,8,0,10,1,9,3,1,1,1,55,8,1995,1,11,10,1,10
2.02E+12,2,9,0,18,0,6,0,10,7,1,4,1,2,3,50,8,1398,2,8,8,2,8
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,3,52,8,1396,2,5,1,1,1
2.02E+12,1,3,0,14,0,8,0,0,0,0,1,1,6,1,24,5,125,1,1,2,1,2
2.02E+12,2,9,0,9,0,8,0,0,0,0,3,1,6,2,48,8,1398,2,14,2,1,2
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,1,2,42,7,1360,1,11,2,1,2
2.02E+12,2,3,0,18,0,5,0,0,0,0,4,1,1,1,38,7,125,1,11,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,6,2,38,7,1400,1,12,1,1,1
2.02E+12,1,9,0,11,0,1,0,0,0,0,4,1,6,1,59,9,1689,2,15,1,1,1
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,1,40,7,1461,2,13,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,32,6,1997,2,15,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,0,1,6,2,20,4,1242,1,14,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,3,36,7,1199,1,16,2,1,2
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,2,44,7,1598,1,15,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,36,7,1896,2,7,1,1,1
2.02E+12,2,9,0,9,0,6,0,0,0,0,4,1,6,2,46,8,1951,2,13,1,1,1
2.02E+12,1,9,0,18,0,1,0,9,3,11,1,1,6,1,24,5,1590,1,15,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,52,8,1398,2,14,1,1,1
2.02E+12,1,9,0,3,0,1,0,0,0,0,2,1,6,2,54,8,1495,1,14,1,1,1
2.02E+12,1,9,0,16,0,4,0,0,0,0,1,1,6,1,26,6,1995,2,5,7,3,7
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,55,8,1598,2,1,6,1,6
2.02E+12,3,9,0,3,0,1,0,0,0,0,1,1,6,2,18,4,1242,1,10,7,3,7
2.02E+12,1,9,0,9,0,6,0,10,1,0,3,1,6,2,22,5,998,1,2,2,1,2
2.02E+12,1,9,0,14,0,2,2,7,5,6,1,1,6,1,22,5,1997,1,11,5,1,5
2.02E+12,2,19,0,5,0,4,1,7,0,0,1,1,1,1,36,7,1398,2,9,5,1,5
2.02E+12,1,3,0,14,0,8,0,0,0,0,1,1,2,1,17,4,124,1,1,3,1,3
2.02E+12,2,8,0,9,0,6,0,0,0,0,1,1,1,1,58,9,2446,2,16,3,1,3
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,6,1,26,6,1598,1,16,8,1,8
2.02E+12,1,9,0,7,0,5,0,10,7,0,1,1,6,1,19,4,1599,1,15,1,1,1
2.02E+12,1,9,0,13,0,2,0,0,0,0,1,1,6,2,42,7,1242,1,7,1,1,1
2.02E+12,2,9,0,14,0,2,0,0,0,0,3,1,6,2,22,5,1242,1,5,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,30,6,1461,2,6,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1896,2,9,4,1,4
2.02E+12,2,9,0,10,0,8,0,0,0,0,2,1,6,2,37,7,1910,2,9,1,1,1
2.02E+12,1,9,0,13,0,1,0,0,0,0,4,1,6,1,17,4,2997,1,18,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,3,1,6,2,53,8,1498,1,8,4,1,4
2.02E+12,2,9,0,11,0,1,0,0,0,0,1,1,6,3,32,6,1984,1,17,3,1,3
2.02E+12,2,9,0,3,0,2,0,0,0,0,2,1,1,2,25,5,1200,1,1,2,1,2
2.02E+12,3,9,0,3,0,2,0,0,0,0,2,1,3,1,62,9,1995,2,6,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,32,6,1956,2,8,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,4,1,6,1,81,11,1397,1,5,6,1,6
2.02E+12,2,3,0,18,0,8,2,0,0,0,1,1,6,1,49,8,124,1,10,1,1,1
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,1,19,4,1396,1,12,3,1,3
2.02E+12,3,9,0,3,0,1,0,0,0,0,4,1,6,1,36,7,1686,2,12,1,1,1
2.02E+12,1,9,0,7,0,5,0,0,0,0,3,1,2,1,48,8,1339,1,6,7,1,7
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,1,1,55,8,1968,2,4,6,1,6
2.02E+12,2,4,0,13,0,2,0,7,0,0,4,1,6,1,51,8,500,1,35,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,2,1,1,2,33,6,1499,2,1,2,1,2
2.02E+12,2,9,0,9,0,5,0,0,0,0,4,1,6,2,26,6,1422,2,13,7,1,7
2.02E+12,2,9,0,5,0,6,0,0,1,11,1,1,6,2,59,9,1229,1,11,2,1,2
2.02E+12,3,9,0,4,0,8,1,0,0,0,2,1,6,1,22,5,1984,1,9,5,1,5
2.02E+12,1,9,0,9,0,6,0,10,1,11,4,1,6,1,47,8,1896,2,11,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,33,6,1560,2,8,1,1,1
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,6,1,72,10,2198,2,11,7,1,7
2.02E+12,1,90,0,18,0,8,0,0,0,0,1,1,1,2,30,6,2999,2,3,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,20,4,1360,1,13,4,1,4
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,3,2,52,8,996,1,8,2,1,2
2.02E+12,1,9,0,18,0,4,0,0,0,0,4,1,6,2,57,9,1388,1,15,1,1,1
2.02E+12,2,19,0,18,0,4,0,0,0,0,1,1,1,1,27,6,2402,2,12,3,1,3
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,6,2,25,5,1598,2,4,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,86,11,1396,1,14,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,2,2,48,8,1360,1,13,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,44,7,1794,1,12,1,1,1
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,6,2,33,6,1598,1,14,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,1,25,5,1296,1,10,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1396,1,13,2,1,2
2.02E+12,2,9,0,9,0,6,0,0,0,0,3,1,1,1,55,8,1896,2,13,1,1,1
2.02E+12,2,9,0,9,0,6,0,10,7,0,3,1,6,2,44,7,1198,1,10,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,4,1,6,1,25,5,998,1,5,4,1,4
2.02E+12,2,9,0,10,0,8,0,0,0,0,4,1,6,2,46,8,1248,1,2,2,1,2
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,6,1,22,5,998,1,15,2,1,2
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,61,9,1591,1,3,9,1,9
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,54,8,1364,1,11,2,1,2
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,1,33,6,1956,2,6,1,1,1
2.02E+12,2,5,0,18,0,8,0,0,0,0,2,1,2,1,31,6,781,1,13,2,1,2
2.02E+12,2,19,0,9,0,8,1,0,0,0,2,1,1,1,36,7,1560,2,1,3,1,3
